ID,Station Name,Total Docks,Docks in Service,Status,Latitude,Longitude,Location
224,Halsted St & Willow St,19,19,In Service,41.913865,-87.648755,"(41.913865, -87.648755)"
202,Halsted St & 18th St,15,15,In Service,41.85750568,-87.645991445,"(41.85750568031716, -87.64599144458771)"
222,Milwaukee Ave & Rockwell St,19,19,In Service,41.920195562,-87.692659199,"(41.92019556200566, -87.69265919923781)"
138,Clybourn Ave & Division St,15,15,In Service,41.904613,-87.640552,"(41.904613, -87.640552)"
20,Sheffield Ave & Kingsbury St,15,15,In Service,41.910522,-87.653106,"(41.910522, -87.653106)"
233,Sangamon St & Washington Blvd,15,15,In Service,41.883165,-87.6511,"(41.883165, -87.6511)"
108,Halsted St & Polk St,19,19,In Service,41.87184,-87.64664,"(41.87184, -87.64664)"
557,Seeley Ave & Garfield Blvd,11,11,In Service,41.794087,-87.675478,"(41.794087, -87.675478)"
623,Michigan Ave & 8th St,43,43,In Service,41.872773,-87.623981,"(41.872773, -87.623981)"
290,Kedzie Ave & Palmer Ct,15,15,In Service,41.921525,-87.707322,"(41.921525, -87.707322)"
178,State St & 19th St,15,15,In Service,41.856594,-87.627542,"(41.856594, -87.627542)"
279,Halsted St & 35th St,15,15,In Service,41.830661,-87.647172,"(41.830661, -87.647172)"
110,Dearborn St & Erie St,27,27,In Service,41.893992,-87.629318,"(41.893992, -87.629318)"
342,Wolcott Ave & Polk St,23,23,In Service,41.871262,-87.673688,"(41.871262, -87.673688)"
465,Marine Dr & Ainslie St,23,23,In Service,41.9716,-87.650154,"(41.9716, -87.650154)"
93,Sheffield Ave & Willow St,15,15,In Service,41.913688,-87.652855,"(41.913688, -87.652855)"
548,Morgan St & Pershing Rd,7,7,In Service,41.823613,-87.650931,"(41.823613, -87.650931)"
275,Ashland Ave & 13th St,15,15,In Service,41.865234,-87.666507,"(41.865234, -87.666507)"
536,Kostner Ave & Lake St,11,11,In Service,41.885928,-87.73541,"(41.885928, -87.73541)"
28,Larrabee St & Menomonee St,15,15,In Service,41.91468,-87.64332,"(41.91468, -87.64332)"
571,Vernon Ave & 75th St,11,11,In Service,41.758361,-87.614138,"(41.758361, -87.614138)"
45,Michigan Ave & Ida B Wells Dr,15,15,In Service,41.876243,-87.624426,"(41.876243, -87.624426)"
621,Aberdeen St & Randolph St,15,15,In Service,41.884114,-87.654264,"(41.884114, -87.654264)"
195,Columbus Dr & Randolph St,55,55,In Service,41.884728,-87.619521,"(41.884728, -87.619521)"
5,State St & Harrison St,23,23,In Service,41.874053,-87.627716,"(41.874053, -87.627716)"
628,Walsh Park,23,23,In Service,41.91461,-87.667968,"(41.91461, -87.667968)"
546,Damen Ave & Pershing Rd,11,11,In Service,41.823192,-87.676597,"(41.823192, -87.676597)"
602,Central St & Girard Ave,15,15,In Service,42.064313,-87.686152,"(42.064313, -87.686152)"
605,University Library (NU),15,15,In Service,42.052939,-87.673447,"(42.052939, -87.673447)"
600,Dodge Ave & Church St,15,15,In Service,42.048308,-87.698224,"(42.048308, -87.698224)"
265,Cottage Grove Ave & Oakwood Blvd,15,15,In Service,41.822985,-87.6071,"(41.822985, -87.6071)"
33,State St & Van Buren St,27,27,In Service,41.877181,-87.627844,"(41.877181, -87.627844)"
186,Ogden Ave & Race Ave,15,15,In Service,41.891795,-87.658751,"(41.891795, -87.658751)"
440,Central Park Ave & 24th St,11,11,In Service,41.8481,-87.715068,"(41.8481, -87.715068)"
347,Ashland Ave & Grace St,15,15,In Service,41.950687,-87.6687,"(41.950687, -87.6687)"
344,Ravenswood Ave & Lawrence Ave,47,47,In Service,41.96909,-87.674237,"(41.96909, -87.674237)"
309,Leavitt St & Armitage Ave,11,11,In Service,41.917805,-87.682437,"(41.917805, -87.682437)"
579,Phillips Ave & 79th St,11,11,In Service,41.75182,-87.565211,"(41.75182, -87.565211)"
267,Lake Park Ave & 47th St,15,15,In Service,41.809443,-87.591875,"(41.809443, -87.591875)"
324,Stockton Dr & Wrightwood Ave,15,15,In Service,41.93132,-87.638742,"(41.93132, -87.638742)"
620,Orleans St & Chestnut St (NEXT Apts),15,15,In Service,41.898203,-87.637536,"(41.898203, -87.637536)"
250,Ashland Ave & Wellington Ave,19,19,In Service,41.936083,-87.669807,"(41.936083, -87.669807)"
297,Paulina St & Montrose Ave,15,15,In Service,41.961507,-87.671387,"(41.961507, -87.671387)"
304,Broadway & Waveland Ave,15,15,In Service,41.949074,-87.648636,"(41.949074, -87.648636)"
401,Shields Ave & 28th Pl,11,11,In Service,41.842733,-87.635491,"(41.842733, -87.635491)"
97,Field Museum,55,55,In Service,41.865312,-87.617867,"(41.865312, -87.617867)"
477,Manor Ave & Leland Ave,11,11,In Service,41.965875,-87.700825,"(41.965875, -87.700825)"
315,Elston Ave & Wabansia Ave,23,23,In Service,41.912919,-87.664169,"(41.912919, -87.664169)"
51,Clark St & Randolph St,43,43,In Service,41.884576228,-87.63188991,"(41.884576228, -87.63188991)"
209,Normal Ave & Archer Ave,11,11,In Service,41.849527,-87.640591,"(41.849527, -87.640591)"
276,California Ave & North Ave,11,11,In Service,41.9104754,-87.6968944,"(41.9104754, -87.6968944)"
318,Southport Ave & Irving Park Rd,15,15,In Service,41.954177,-87.664358,"(41.954177, -87.664358)"
394,Clark St & 9th St (AMLI),15,15,In Service,41.870816,-87.631246,"(41.870816, -87.631246)"
578,Bennett Ave & 79th St,11,11,In Service,41.751785,-87.578496,"(41.751785, -87.578496)"
91,Clinton St & Washington Blvd,31,31,In Service,41.88338,-87.64117,"(41.88338, -87.64117)"
340,Clark St & Wrightwood Ave,15,15,In Service,41.929546,-87.643118,"(41.929546, -87.643118)"
107,Desplaines St & Jackson Blvd,27,27,In Service,41.878118901,-87.643947601,"(41.87811890091227, -87.64394760131836)"
488,Pulaski Rd & Eddy St (Temp),11,11,In Service,41.946264,-87.731023,"(41.946264, -87.731023)"
125,Rush St & Hubbard St,23,23,In Service,41.890173,-87.626185,"(41.890173, -87.626185)"
417,Cornell Ave & Hyde Park Blvd,19,19,In Service,41.802406,-87.586924,"(41.802406, -87.586924)"
429,Cottage Grove Ave & 67th St,11,11,In Service,41.773720952,-87.60563486,"(41.77372095205, -87.60563486)"
234,Clark St & Montrose Ave,19,19,In Service,41.961588,-87.666036,"(41.961588, -87.666036)"
240,Sheridan Rd & Irving Park Rd,27,27,In Service,41.954245,-87.654406,"(41.954245, -87.654406)"
263,Rhodes Ave & 32nd St,11,11,In Service,41.836208,-87.613533,"(41.836208, -87.613533)"
598,Elmwood Ave & Austin St,15,15,In Service,42.025784,-87.684107,"(42.025784, -87.684107)"
593,Halsted St & 59th St,11,11,In Service,41.787539,-87.644874,"(41.787539, -87.644874)"
160,Campbell Ave & North Ave,15,15,In Service,41.910535,-87.689556,"(41.910535, -87.689556)"
121,Blackstone Ave & Hyde Park Blvd,19,19,In Service,41.802562,-87.590368,"(41.802562, -87.590368)"
355,South Shore Dr & 67th St,15,15,In Service,41.773643,-87.567514,"(41.773643, -87.567514)"
141,Clark St & Lincoln Ave,23,23,In Service,41.915689,-87.6346,"(41.915689, -87.6346)"
272,Indiana Ave & 31st St,11,11,In Service,41.838842,-87.621857,"(41.838842, -87.621857)"
288,Larrabee St & Armitage Ave,15,15,In Service,41.918084,-87.643749,"(41.918084, -87.643749)"
68,Clinton St & Tilden St,23,23,In Service,41.875885,-87.640795,"(41.875885, -87.640795)"
241,Morgan St & Polk St,19,19,In Service,41.871737,-87.65103,"(41.871737, -87.65103)"
603,Chicago Ave & Sheridan Rd,15,15,In Service,42.050491,-87.677821,"(42.050491, -87.677821)"
175,Wells St & Polk St,19,19,In Service,41.872731542,-87.63351649,"(41.872731542263075, -87.63351649045944)"
32,Racine Ave & Congress Pkwy,19,19,In Service,41.87464,-87.65703,"(41.87464, -87.65703)"
287,Franklin St & Monroe St,31,31,In Service,41.880317,-87.635185,"(41.880317, -87.635185)"
237,MLK Jr Dr & 29th St,19,19,In Service,41.842052,-87.617,"(41.842052, -87.617)"
81,Daley Center Plaza,20,20,In Service,41.884241,-87.629634,"(41.884241, -87.629634)"
231,Sheridan Rd & Montrose Ave,23,23,In Service,41.96167,-87.65464,"(41.96167, -87.65464)"
176,Clark St & Elm St,39,39,In Service,41.902973,-87.63128,"(41.902973, -87.63128)"
248,Woodlawn Ave & 55th St,19,19,In Service,41.795264,-87.596471,"(41.795264, -87.596471)"
328,Ellis Ave & 58th St,19,19,In Service,41.788746,-87.601334,"(41.788746, -87.601334)"
171,May St & Cullerton St,11,11,In Service,41.855136,-87.654127,"(41.855136, -87.654127)"
306,Sheridan Rd & Buena Ave,19,19,In Service,41.958494,-87.654966,"(41.958494, -87.654966)"
120,Wentworth Ave & Cermak Rd,19,19,In Service,41.853084557,-87.631931305,"(41.85308455741279, -87.63193130493164)"
180,Ritchie Ct & Banks St,15,15,In Service,41.906866,-87.626217,"(41.906866, -87.626217)"
583,Stony Island Ave & 82nd St,11,11,In Service,41.746559,-87.586005,"(41.746559, -87.586005)"
48,Larrabee St & Kingsbury St,43,43,In Service,41.897764,-87.642884,"(41.897764, -87.642884)"
129,Blue Island Ave & 18th St,15,15,In Service,41.857556,-87.661535,"(41.857556, -87.661535)"
131,Lincoln Ave & Belmont Ave (Temp),15,15,In Service,41.93953162,-87.671114355,"(41.93953161982257, -87.6711143553257)"
254,Pine Grove Ave & Irving Park Rd,15,15,In Service,41.954383,-87.648043,"(41.954383, -87.648043)"
416,Dorchester Ave & 49th St,15,15,In Service,41.805772,-87.592464,"(41.805772, -87.592464)"
326,Clark St & Leland Ave,19,19,In Service,41.967056429,-87.666990459,"(41.96705642894563, -87.6669904589653)"
188,Greenview Ave & Fullerton Ave,15,15,In Service,41.92533,-87.6658,"(41.92533, -87.6658)"
27,Larrabee St & North Ave,19,19,In Service,41.91021,-87.6435,"(41.91021, -87.6435)"
181,LaSalle St & Illinois St,31,31,In Service,41.890762,-87.631697,"(41.890762, -87.631697)"
307,Southport Ave & Clybourn Ave,15,15,In Service,41.920771,-87.663712,"(41.920771, -87.663712)"
552,Ashland Ave & McDowell Ave,11,11,In Service,41.80887,-87.66454,"(41.80887, -87.66454)"
206,Halsted St & Archer Ave,15,15,In Service,41.847203,-87.646795,"(41.847203, -87.646795)"
258,Logan Blvd & Elston Ave,27,27,In Service,41.929465,-87.684158,"(41.929465, -87.684158)"
282,Halsted St & Maxwell St,15,15,In Service,41.864883,-87.647071,"(41.864883, -87.647071)"
85,Michigan Ave & Oak St,23,23,In Service,41.90096039,-87.62377664,"(41.90096039, -87.62377664)"
252,Greenwood Ave & 47th St,15,15,In Service,41.809835,-87.599383,"(41.809835, -87.599383)"
551,Hoyne Ave & 47th St,11,11,In Service,41.808227,-87.67718,"(41.808227, -87.67718)"
197,Michigan Ave & Madison St,19,19,In Service,41.882134,-87.625125,"(41.882134, -87.625125)"
570,Evans Ave & 75th St,7,7,In Service,41.75849,-87.60641,"(41.75849, -87.60641)"
597,Chicago Ave & Washington St,15,15,In Service,42.032562,-87.679101,"(42.032562, -87.679101)"
229,Southport Ave & Roscoe St,19,19,In Service,41.943739,-87.66402,"(41.943739, -87.66402)"
199,Wabash Ave & Grand Ave,31,31,In Service,41.891466,-87.626761,"(41.891466, -87.626761)"
284,Michigan Ave & Jackson Blvd,23,23,In Service,41.87785,-87.62408,"(41.87785, -87.62408)"
232,Pine Grove Ave & Waveland Ave,23,23,In Service,41.949472741,-87.646452785,"(41.94947274088333, -87.64645278453827)"
245,Clarendon Ave & Junior Ter,23,23,In Service,41.961004,-87.649603,"(41.961004, -87.649603)"
6,Dusable Harbor,39,39,In Service,41.886976,-87.612813,"(41.886976, -87.612813)"
619,Keystone Ave & Fullerton Ave,11,11,In Service,41.92459,-87.72785,"(41.92459, -87.72785)"
599,Valli Produce - Evanston Plaza,15,15,In Service,42.039742,-87.699413,"(42.039742, -87.699413)"
19,Throop St & Taylor St,15,15,In Service,41.868968,-87.659141,"(41.868968, -87.659141)"
585,Cottage Grove Ave & 83rd St,11,11,In Service,41.743441,-87.604836,"(41.743441, -87.604836)"
46,Wells St & Walton St,19,19,In Service,41.89993001,-87.63443007,"(41.89993001, -87.63443007)"
452,Western Ave & Granville Ave,11,11,In Service,41.994161369,-87.689438282,"(41.99416136902, -87.689438282)"
148,State St & 33rd St,15,15,In Service,41.834734,-87.625813,"(41.834734, -87.625813)"
400,Cottage Grove Ave & 71st St,11,11,In Service,41.765719037,-87.604959713,"(41.76571903697, -87.604959713)"
30,Ashland Ave & Augusta Blvd,15,15,In Service,41.899643,-87.6677,"(41.899643, -87.6677)"
308,Seeley Ave & Roscoe St,11,11,In Service,41.943403,-87.679618,"(41.943403, -87.679618)"
158,Milwaukee Ave & Wabansia Ave,15,15,In Service,41.912616,-87.681391,"(41.912616, -87.681391)"
183,Damen Ave & Thomas St (Augusta Blvd),23,23,In Service,41.901315,-87.677409,"(41.901315, -87.677409)"
150,Fort Dearborn Dr & 31st St,27,27,In Service,41.838556,-87.608218,"(41.838556, -87.608218)"
589,Milwaukee Ave & Cuyler Ave,11,11,In Service,41.954468,-87.749594,"(41.954468, -87.749594)"
153,Southport Ave & Wellington Ave,19,19,In Service,41.935733,-87.663576,"(41.935733, -87.663576)"
25,Michigan Ave & Pearson St,23,23,In Service,41.89766,-87.62351,"(41.89766, -87.62351)"
383,Paulina St & Flournoy St,31,31,In Service,41.87295,-87.66913,"(41.87295, -87.66913)"
519,Wolcott Ave & Fargo Ave,11,11,In Service,42.016977,-87.677725,"(42.016977, -87.677725)"
285,Wood St & Hubbard St,19,19,In Service,41.889899,-87.671473,"(41.889899, -87.671473)"
332,Burling St & Diversey Pkwy,19,19,In Service,41.93314,-87.64776,"(41.93314, -87.64776)"
76,DuSable Lake Shore Dr & Monroe St,39,39,In Service,41.880958,-87.616743,"(41.880958, -87.616743)"
95,Stony Island Ave & 64th St,11,11,In Service,41.778881,-87.586647,"(41.778881, -87.586647)"
526,Oakley Ave & Touhy Ave,11,11,In Service,42.012342,-87.688243,"(42.012342, -87.688243)"
291,Wells St & Evergreen Ave,19,19,In Service,41.906724,-87.63483,"(41.906724, -87.63483)"
13,Wilton Ave & Diversey Pkwy,35,35,In Service,41.932418,-87.652705,"(41.932418, -87.652705)"
112,Green St & Washington Blvd,11,11,In Service,41.883181306,-87.648724616,"(41.88318130597391, -87.64872461557388)"
311,Leavitt St & Lawrence Ave,19,19,In Service,41.968885,-87.684001,"(41.968885, -87.684001)"
569,Woodlawn Ave & 75th St,11,11,In Service,41.75916,-87.595751,"(41.75916, -87.595751)"
622,California Ave & Cortez St,15,15,In Service,41.900363,-87.696704,"(41.900363, -87.696704)"
17,Honore St & Division St,23,23,In Service,41.903119,-87.673935,"(41.903119, -87.673935)"
337,Clark St & Chicago Ave,19,19,In Service,41.89675,-87.63089,"(41.89675, -87.63089)"
545,Kostner Ave & Adams St,11,11,In Service,41.877917,-87.735737,"(41.877917, -87.735737)"
66,Clinton St & Lake St,23,23,In Service,41.885637,-87.641823,"(41.885637, -87.641823)"
256,Broadway & Sheridan Rd,15,15,In Service,41.952833,-87.649993,"(41.952833, -87.649993)"
122,Ogden Ave & Congress Pkwy,15,15,In Service,41.87501,-87.67328,"(41.87501, -87.67328)"
522,Bosworth Ave & Howard St,11,11,In Service,42.019537,-87.669563,"(42.019537, -87.669563)"
42,Wabash Ave & Cermak Rd,11,11,In Service,41.852619,-87.626488,"(41.852619, -87.626488)"
335,Calumet Ave & 35th St,15,15,In Service,41.831379,-87.618034,"(41.831379, -87.618034)"
624,Dearborn St & Van Buren St,15,15,In Service,41.876268,-87.629155,"(41.876268, -87.629155)"
572,State St & 76th St,11,11,In Service,41.756971,-87.624621,"(41.756971, -87.624621)"
273,Michigan Ave & 18th St,23,23,In Service,41.857813,-87.62455,"(41.857813, -87.62455)"
26,New St & Illinois St,31,31,In Service,41.890847041,-87.618616819,"(41.890847040623804, -87.61861681938171)"
573,State St & 79th St,11,11,In Service,41.750794,-87.624424,"(41.750794, -87.624424)"
90,Millennium Park,47,47,In Service,41.8810317,-87.62408432,"(41.8810317, -87.62408432)"
200,MLK Jr Dr & 47th St,11,11,In Service,41.809851,-87.616279,"(41.809851, -87.616279)"
492,Leavitt St & Addison St,15,15,In Service,41.946655,-87.683359,"(41.946655, -87.683359)"
563,Ashland Ave & 63rd St,11,11,In Service,41.779374,-87.664843,"(41.779374, -87.664843)"
547,Ashland Ave & Pershing Rd,11,11,In Service,41.823465,-87.665577,"(41.823465, -87.665577)"
236,Sedgwick St & Schiller St,15,15,In Service,41.907626,-87.638566,"(41.907626, -87.638566)"
323,Sheridan Rd & Lawrence Ave,15,15,In Service,41.969517,-87.654691,"(41.969517, -87.654691)"
515,Paulina St & Howard St,19,19,In Service,42.019159,-87.673573,"(42.019159, -87.673573)"
280,Morgan St & 31st St,11,11,In Service,41.8378,-87.65114,"(41.8378, -87.65114)"
543,Laramie Ave & Gladys Ave,11,11,In Service,41.875806,-87.755285,"(41.875806, -87.755285)"
562,Racine Ave & 61st St,11,11,In Service,41.783189,-87.654372,"(41.783189, -87.654372)"
581,Commercial Ave & 83rd St,11,11,In Service,41.744615,-87.551208,"(41.744615, -87.551208)"
661,Evanston Civic Center,15,15,In Service,42.057044,-87.686554,"(42.057044, -87.686554)"
210,Ashland Ave & Division St,27,27,In Service,41.90345,-87.667747,"(41.90345, -87.667747)"
228,Damen Ave & Melrose Ave,15,15,In Service,41.9406,-87.6785,"(41.9406, -87.6785)"
294,Broadway & Berwyn Ave,15,15,In Service,41.978353,-87.659753,"(41.978353, -87.659753)"
149,Calumet Ave & 33rd St,11,11,In Service,41.8349,-87.61793,"(41.8349, -87.61793)"
631,Malcolm X College Vaccination Site,19,19,In Service,41.877618,-87.673895,"(41.877618, -87.673895)"
87,Racine Ave & Fullerton Ave,19,19,In Service,41.92556258,-87.65840426,"(41.92556258, -87.65840426)"
142,McClurg Ct & Erie St,31,31,In Service,41.894503,-87.617854,"(41.894503, -87.617854)"
114,Sheffield Ave & Waveland Ave,27,27,In Service,41.949399,-87.654529,"(41.949399, -87.654529)"
226,Racine Ave & Belmont Ave,15,15,In Service,41.939743,-87.658865,"(41.939743, -87.658865)"
101,63rd St Beach,15,15,In Service,41.780910964,-87.576323748,"(41.78091096424803, -87.57632374763489)"
103,Clinton St & Polk St,15,15,In Service,41.871466518,-87.640949133,"(41.87146651779, -87.6409491327)"
11,Jeffery Blvd & 71st St,11,11,In Service,41.766638237,-87.576450114,"(41.76663823695, -87.5764501141)"
377,Kedzie Ave & Lake St,15,15,In Service,41.884603285,-87.706303744,"(41.88460328501, -87.7063037436)"
378,California Ave & Lake St,11,11,In Service,41.884453957,-87.696298137,"(41.88445395657, -87.6962981368)"
381,Western Ave & Monroe St,15,15,In Service,41.879787709,-87.686112808,"(41.8797877089, -87.686112808)"
44,State St & Randolph St,23,23,In Service,41.884621073,-87.627834231,"(41.88462107257936, -87.62783423066139)"
439,Kedzie Ave & 21st St,11,11,In Service,41.853533632,-87.705073032,"(41.85353363213, -87.7050730318)"
495,Keystone Ave & Montrose Ave,11,11,In Service,41.961108016,-87.728970101,"(41.96110801623, -87.7289701012)"
762,Green St & Randolph St*,12,12,In Service,41.883601657,-87.648626715,"(41.883601657275165, -87.64862671494483)"
501,Richmond St & Diversey Ave,15,15,In Service,41.931901969,-87.70119513,"(41.93190196886, -87.7011951301)"
494,Kedzie Ave & Bryn Mawr Ave,15,15,In Service,41.982229759,-87.708886564,"(41.98222975911517, -87.70888656377792)"
499,Kosciuszko Park,15,15,In Service,41.930585371,-87.723777364,"(41.93058537138, -87.7237773635)"
50,Clark St & Ida B Wells Dr,35,35,In Service,41.875932666,-87.630584536,"(41.8759326655, -87.6305845355)"
500,Central Park Ave & Elbridge Ave,15,15,In Service,41.935337283,-87.716889294,"(41.93533728263, -87.7168892935)"
147,Indiana Ave & 26th St,15,15,In Service,41.845687,-87.622481,"(41.845687, -87.622481)"
168,Michigan Ave & 14th St,19,19,In Service,41.864059,-87.623727,"(41.864059, -87.623727)"
414,Canal St & Taylor St,15,15,In Service,41.870257,-87.639474,"(41.870257, -87.639474)"
498,California Ave & Fletcher St,19,19,In Service,41.938428791,-87.698007756,"(41.93842879148, -87.698007756)"
388,Halsted & 63rd - Kennedy-King Vaccination Site,11,11,In Service,41.779381142,-87.644620815,"(41.77938114228, -87.6446208145)"
1674190196597336414,Public Rack - Bennett Ave & 96th St,2,2,In Service,41.720476,-87.577512,"(41.720476, -87.577512)"
1674190222367140226,Public Rack - Calumet Ave & 71st St,2,2,In Service,41.765537,-87.617305,"(41.765537, -87.617305)"
1674190235252042142,Public Rack - Chappel Ave & 71st St,2,2,In Service,41.766366,-87.575287,"(41.766366, -87.575287)"
3,Shedd Aquarium,55,55,In Service,41.867225957,-87.61535539,"(41.86722595682, -87.6153553902)"
1715823779704398766,Public Rack - Brainerd Park,2,2,In Service,41.726942,-87.654896,"(41.726942, -87.654896)"
1715823783999366064,Public Rack - May St & 87th St,1,1,In Service,41.73556,-87.651701,"(41.73556, -87.651701)"
1674190239547009454,Public Rack - Christiana Ave & 55th St,1,1,In Service,41.793307,-87.707702,"(41.793307, -87.707702)"
1674190261021845958,Public Rack - Claremont Ave & 71st St,1,1,In Service,41.764585,-87.682253,"(41.764585, -87.682253)"
1674190273906747874,Public Rack - Cottage Grove Ave & 98th St,1,1,In Service,41.716172,-87.60435,"(41.716172, -87.60435)"
1674190278201715174,Public Rack - Damen Ave & 80th St,2,2,In Service,41.748301,-87.673213,"(41.748301, -87.673213)"
1674190278201715178,Public Rack - Damen Ave & 84th St,1,1,In Service,41.740435,-87.673246,"(41.740435, -87.673246)"
1674190282496682476,Public Rack - East End Ave & 75th St,2,2,In Service,41.75893,-87.582861,"(41.75893, -87.582861)"
1674190286791649780,Public Rack - Eggleston Ave & 115th St,3,3,In Service,41.68497,-87.633848,"(41.68497, -87.633848)"
1674190286791649782,Public Rack - Eggleston Ave & 92nd St,2,2,In Service,41.726182,-87.63466,"(41.726182, -87.63466)"
1674190291086617090,Public Rack - Emil G Hirch Metropolitan High School,2,2,In Service,41.754442,-87.601745,"(41.754442, -87.601745)"
1674190295381584388,Public Rack - Evans Ave & 63rd St,2,2,In Service,41.780506,-87.607519,"(41.780506, -87.607519)"
1674190299676551694,Public Rack - Ewing Ave & 106th St NW,1,1,In Service,41.70287,-87.535861,"(41.70287, -87.535861)"
1674190303971519002,Public Rack - Exchange Ave & 131st St,1,1,In Service,41.65717,-87.552594,"(41.65717, -87.552594)"
1674190312561453612,Public Rack - Halsted St & 63rd St,1,1,In Service,41.779945,-87.641378,"(41.779945, -87.641378)"
1674190312561453616,Public Rack - Halsted St & 64th St,2,2,In Service,41.777436,-87.644535,"(41.777436, -87.644535)"
1674190316856420914,Public Rack - Halsted St & 76th St,4,4,In Service,41.756003,-87.64409,"(41.756003, -87.64409)"
1674190316856420916,Public Rack - Halsted St & 77th St,1,1,In Service,41.753637,-87.643918,"(41.753637, -87.643918)"
1674190316856420920,Public Rack - Halsted St & 94th St,1,1,In Service,41.723442,-87.643612,"(41.723442, -87.643612)"
1674190321151388220,Public Rack - Halsted St & 95th St - SE,3,3,In Service,41.721004,-87.643031,"(41.721004, -87.643031)"
1674190321151388226,Public Rack - Hamilton Ave & 95th St,2,2,In Service,41.720832,-87.676382,"(41.720832, -87.676382)"
1674190334036290134,Public Rack - Harold Washington Park,3,3,In Service,41.801089,-87.584791,"(41.801089, -87.584791)"
1674190334036290136,Public Rack - Harper Ave & 63rd St,6,6,In Service,41.780728,-87.587566,"(41.780728, -87.587566)"
1674190338331257440,Public Rack - Hermitage & 83rd St,1,1,In Service,41.743027,-87.666272,"(41.743027, -87.666272)"
1674190342626224744,Public Rack - Honore St & 87th St,1,1,In Service,41.736093,-87.669404,"(41.736093, -87.669404)"
1674190346921192042,Public Rack - Honore St & 87th St - SE,1,1,In Service,41.735485,-87.668889,"(41.735485, -87.668889)"
1674190346921192050,Public Rack - Hyde Park Blvd & 53rd St,6,6,In Service,41.799468,-87.584206,"(41.799468, -87.584206)"
1674190351216159352,Public Rack - Hyde Park Blvd & 55th St,1,1,In Service,41.795,-87.584113,"(41.795, -87.584113)"
1674190355511126652,Public Rack - James Madison School,2,2,In Service,41.759876,-87.590638,"(41.759876, -87.590638)"
1674190355511126654,Public Rack - Jeffery Blvd & 67th St,1,1,In Service,41.773259,-87.576664,"(41.773259, -87.576664)"
1674190359806093956,Public Rack - Jeffrey Blvd & 71st St,1,1,In Service,41.766333,-87.576154,"(41.766333, -87.576154)"
1674190364101061264,Public Rack - Kedvale Ave & 63rd St E,2,2,In Service,41.778768,-87.725957,"(41.778768, -87.725957)"
1674190376985963172,Public Rack - Kedzie Ave & 61st Pl E,1,1,In Service,41.782281,-87.703047,"(41.782281, -87.703047)"
1674190376985963174,Public Rack - Kedzie Ave & 63rd St,1,1,In Service,41.778865,-87.703029,"(41.778865, -87.703029)"
1674190376985963176,Public Rack - Kedzie Ave & 64th St - SE,1,1,In Service,41.776985,-87.702916,"(41.776985, -87.702916)"
1674190381280930476,Public Rack - Kedzie Ave & 64th St - SW,2,2,In Service,41.777031,-87.703223,"(41.777031, -87.703223)"
1674190402755766966,Public Rack - Keef Ave & South Chicago Ave,1,1,In Service,41.7707,-87.611706,"(41.7707, -87.611706)"
1674190407050734268,Public Rack - Keeler Ave & Madison St S,3,3,In Service,41.880531,-87.731063,"(41.880531, -87.731063)"
1674190411345701580,Public Rack - Kildare Ave & 63rd St,2,2,In Service,41.778442,-87.73047,"(41.778442, -87.73047)"
1582242285272847908,California Ave & Marquette Rd,1,1,In Service,41.7715789,-87.6933566,"(41.7715789, -87.6933566)"
1582242311042651716,Spaulding Ave & 63rd St,1,1,In Service,41.7791655,-87.7056392,"(41.7791655, -87.7056392)"
1582242323927553626,Western Ave & 62nd St,1,1,In Service,41.780985,-87.6834204,"(41.780985, -87.6834204)"
1674190157942630672,Public  Rack - Albany Ave & 63rd St,1,1,In Service,41.778906,-87.70084,"(41.778906, -87.70084)"
1674190140762761460,Public Rack - 63rd & Western Ave N,1,1,In Service,41.779334,-87.683768,"(41.779334, -87.683768)"
1674190325446355526,Public Rack - Hamilton Park,1,1,In Service,41.76335,-87.637499,"(41.76335, -87.637499)"
1683527933580884970,Public Rack - Eberhart Ave & 61st St,1,1,In Service,41.783745,-87.612919,"(41.783745, -87.612919)"
1683527948705024000,Public Rack - Lake Shore Dr & Hayes Dr,1,1,In Service,41.780581,-87.574562,"(41.780581, -87.574562)"
1683527948705025018,Public Rack - Kingston Ave & 75th St,1,1,In Service,41.758905,-87.562188,"(41.758905, -87.562188)"
1683527950760754174,Public Rack - Lawndale Ave & 63rd St,1,1,In Service,41.7787155,-87.7140552,"(41.7787155, -87.7140552)"
1683527959350687758,Public Rack - South Shore Dr & 71st St,2,2,In Service,41.766206,-87.562789,"(41.766206, -87.562789)"
1683527965884893196,Public Rack - Vincennes Ave & 77th St,1,1,In Service,41.75702837,-87.56497151,"(41.75702837, -87.56497151)"
1695776991300383220,Public Rack - Western Ave & 107th St,1,1,In Service,41.698728,-87.681558,"(41.698728, -87.681558)"
1695776991300383222,Public Rack - Western Ave & 110th St,3,3,In Service,41.69442,-87.681547,"(41.69442, -87.681547)"
1695776995595350522,Public Rack - 10557 S Western Ave,2,2,In Service,41.701719,-87.68128,"(41.701719, -87.68128)"
1695776995595350524,Public Rack - Western Ave & 107th Pl,1,1,In Service,41.698022,-87.681175,"(41.698022, -87.681175)"
1695776998116659702,Public Rack - Western Ave & 96th St,1,1,In Service,41.718621,-87.681516,"(41.718621, -87.681516)"
1695777002429618974,Public Rack - Western Ave & 98th St,1,1,In Service,41.71525,-87.681698,"(41.71525, -87.681698)"
